accession	W	M	obs_hotspots	obs_idr_hotspots	empirical_p_idr_enrichment
Q6NXT6	15	2	0	0	1.0
Q6P1N9	15	2	0	0	1.0
Q6P1Q0	15	2	0	0	1.0
Q6P1Q9	15	2	0	0	1.0
Q6P1R3	15	2	0	0	1.0
Q6P1R4	15	2	0	0	1.0
Q6P1S2	15	2	0	0	1.0
Q6P1W5	15	2	0	0	1.0
Q6P1X5	15	2	0	0	1.0
Q6P1X6	15	2	0	0	1.0
Q6P280	15	2	0	0	1.0
Q6P2C0	15	2	0	0	1.0
Q6P2C8	15	2	0	0	1.0
Q6P2D0	15	2	0	0	1.0
Q6P2D8	15	2	0	0	1.0
Q6P2E9	15	2	0	0	1.0
Q6P2H3	15	2	0	0	1.0
Q6P2H8	15	2	0	0	1.0
Q6P2I3	15	2	0	0	1.0
Q6P2I7	15	2	0	0	1.0
Q6P2M8	15	2	0	0	1.0
Q6P2P2	15	2	0	0	1.0
Q6P2Q9	15	2	0	0	1.0
Q6P2S7	15	2	0	0	1.0
Q6P387	15	2	0	0	1.0
Q6P3R8	15	2	0	0	1.0
Q6P3S1	15	2	0	0	1.0
Q6P3S6	15	2	0	0	1.0
Q6P3V2	15	2	0	0	1.0
Q6P3W2	15	2	0	0	1.0
Q6P3W6	15	2	0	0	1.0
Q6P3W7	15	2	0	0	1.0
Q6P3X3	15	2	0	0	1.0
Q6P3X8	15	2	0	0	1.0
Q6P435	15	2	0	0	1.0
Q6P444	15	2	0	0	1.0
Q6P461	15	2	0	0	1.0
Q6P474	15	2	0	0	1.0
Q6P499	15	2	0	0	1.0
Q6P4A7	15	2	0	0	1.0
Q6P4A8	15	2	0	0	1.0
Q6IWH7	15	2	0	0	1.0
Q6J272	15	2	0	0	1.0
Q6J4K2	15	2	0	0	1.0
Q6J9G0	15	2	0	0	1.0
Q6JBY9	15	2	0	0	1.0
Q6JEL2	15	2	0	0	1.0
Q6JQN1	15	2	0	0	1.0
Q6JVE5	15	2	0	0	1.0
Q6P4D5	15	2	0	0	1.0
Q6P4E1	15	2	0	0	1.0
Q6P4F1	15	2	0	0	1.0
Q6P4F2	15	2	0	0	1.0
Q6P4F7	15	2	0	0	1.0
Q6P4H8	15	2	0	0	1.0
Q6P4I2	15	2	0	0	1.0
Q6P4Q7	15	2	0	0	1.0
Q6P4R8	15	2	0	0	1.0
Q6P531	15	2	0	0	1.0
Q6P575	15	2	0	0	1.0
Q6P582	15	2	0	0	1.0
Q6P587	15	2	0	0	1.0
Q6P589	15	2	0	0	1.0
Q6P597	15	2	0	0	1.0
Q6P5Q4	15	2	0	0	1.0
Q6P5R6	15	2	0	0	1.0
Q6P5S2	15	2	0	0	1.0
Q6P5S7	15	2	0	0	1.0
Q6P5W5	15	2	0	0	1.0
Q6P5X5	15	2	0	0	1.0
Q6P5X7	15	2	0	0	1.0
Q6P5Z2	15	2	0	0	1.0
Q6P656	15	2	0	0	1.0
Q6P9A2	15	2	0	0	1.0
Q6P9A3	15	2	0	0	1.0
Q6P9B6	15	2	0	0	1.0
Q6P9B9	15	2	0	0	1.0
Q6P9F0	15	2	0	0	1.0
Q6P9F5	15	2	0	0	1.0
Q6P9F7	15	2	0	0	1.0
Q6P9G0	15	2	0	0	1.0
Q6NY19	15	2	0	0	1.0
Q6NYC1	15	2	0	0	1.0
Q6NYC8	15	2	0	0	1.0
Q6NZ36	15	2	0	0	1.0
Q6NZ63	15	2	0	0	1.0
Q6NZ67	15	2	0	0	1.0
Q6NZI2	15	2	25	0	1.0
Q6NZY4	15	2	0	0	1.0
Q6P9G4	15	2	0	0	1.0
Q6P9G9	15	2	0	0	1.0
Q6P9H4	15	2	0	0	1.0
Q6P9H5	15	2	0	0	1.0
Q6PB30	15	2	0	0	1.0
Q6PCB0	15	2	18	0	1.0
Q6PCB5	15	2	0	0	1.0
Q6PCB6	15	2	0	0	1.0
Q6PDB4	15	2	0	0	1.0
Q6PEV8	15	2	0	0	1.0
Q6PEW0	15	2	0	0	1.0
Q6PEW1	15	2	0	0	1.0
Q6PEX3	15	2	0	0	1.0
Q6PEX7	15	2	0	0	1.0
Q6PEY0	15	2	0	0	1.0
Q6PEY1	15	2	0	0	1.0
Q6P1K8	15	2	0	0	1.0
Q6P1L5	15	2	0	0	1.0
Q6P1L6	15	2	0	0	1.0
Q6P1L8	15	2	0	0	1.0
Q6P1M0	15	2	0	0	1.0
Q6P1M3	15	2	0	0	1.0
Q6P1M9	15	2	0	0	1.0
Q6P1N0	15	2	0	0	1.0
Q6P6B1	15	2	0	0	1.0
Q6P6B7	15	2	0	0	1.0
Q6P6C2	15	2	0	0	1.0
Q6P7N7	15	2	0	0	1.0
Q6P988	15	2	0	0	1.0
Q6P995	15	2	0	0	1.0
Q6P996	15	2	0	0	1.0
Q6P9A1	15	2	0	0	1.0
Q6PHW0	15	2	0	0	1.0
Q6PI25	15	2	0	0	1.0
Q6PI26	15	2	0	0	1.0
Q6PI47	15	2	0	0	1.0
Q6PI48	15	2	0	0	1.0
Q6PI73	15	2	0	0	1.0
Q6PI77	15	2	0	0	1.0
Q6PI78	15	2	0	0	1.0
Q6PI97	15	2	0	0	1.0
Q6PI98	15	2	0	0	1.0
Q6PID6	15	2	0	0	1.0
Q6PID8	15	2	0	0	1.0
Q6PIF2	15	2	0	0	1.0
Q6PIF6	15	2	0	0	1.0
Q6PII3	15	2	0	0	1.0
Q6PII5	15	2	0	0	1.0
Q6PIJ6	15	2	0	0	1.0
Q6PIL6	15	2	0	0	1.0
Q6PIS1	15	2	0	0	1.0
Q6PIU1	15	2	0	0	1.0
Q6PIU2	15	2	0	0	1.0
Q6PIV2	15	2	0	0	1.0
Q6PIV7	15	2	0	0	1.0
Q6PIW4	15	2	0	0	1.0
Q6PCB7	15	2	0	0	1.0
Q6PCB8	15	2	0	0	1.0
Q6PCD5	15	2	0	0	1.0
Q6PCE3	15	2	0	0	1.0
Q6PCT2	15	2	0	0	1.0
Q6PD62	15	2	0	0	1.0
Q6PD74	15	2	0	0	1.0
Q6PDA7	15	2	0	0	1.0
Q6PJG2	15	2	0	0	1.0
Q6PJG6	15	2	0	0	1.0
Q6PJG9	15	2	0	0	1.0
Q6PJI9	15	2	0	0	1.0
Q6PJP8	15	2	0	0	1.0
Q6PJQ5	15	2	0	0	1.0
Q6PJT7	15	2	0	0	1.0
Q6PJW8	15	2	0	0	1.0
Q6PEY2	15	2	0	0	1.0
Q6PEZ8	15	2	0	0	1.0
Q6PF04	15	2	0	0	1.0
Q6PF05	15	2	0	0	1.0
Q6PF06	15	2	0	0	1.0
Q6PF15	15	2	0	0	1.0
Q6PF18	15	2	0	0	1.0
Q6PFW1	15	2	0	0	1.0
Q6PL18	15	2	0	0	1.0
Q6PL24	15	2	0	0	1.0
Q6PL45	15	2	0	0	1.0
Q6PML9	15	2	0	0	1.0
Q6PP77	15	2	0	0	1.0
Q6PRD1	15	2	0	0	1.0
Q6PRD7	15	2	0	0	1.0
Q6PUV4	15	2	0	0	1.0
Q6PG37	15	2	0	0	1.0
Q6PGN9	15	2	0	0	1.0
Q6PGP7	15	2	0	0	1.0
Q6PGQ1	15	2	0	0	1.0
Q6PGQ7	15	2	0	0	1.0
Q6PH81	15	2	0	0	1.0
Q6PH85	15	2	0	0	1.0
Q6PHR2	15	2	0	0	1.0
Q6Q8B3	15	2	0	0	1.0
Q6QAJ8	15	2	0	0	1.0
Q6QEF8	15	2	0	0	1.0
Q6QHC5	15	2	0	0	1.0
Q6QHF9	15	2	0	0	1.0
Q6QHK4	15	2	0	0	1.0
Q6QN14	15	2	0	0	1.0
Q6QNK2	15	2	0	0	1.0
Q6PIY5	15	2	0	0	1.0
Q6PIY7	15	2	0	0	1.0
Q6PIZ9	15	2	0	0	1.0
Q6PJ21	15	2	0	0	1.0
Q6PJ61	15	2	0	0	1.0
Q6PJ69	15	2	0	0	1.0
Q6PJE2	15	2	0	0	1.0
Q6PJF5	15	2	0	0	1.0
Q6PXP3	15	2	0	0	1.0
Q6Q0C0	15	2	0	0	1.0
Q6Q0C1	15	2	0	0	1.0
Q6Q4G3	15	2	0	0	1.0
Q6Q6R5	15	2	0	0	1.0
Q6Q759	15	2	0	0	1.0
Q6Q788	15	2	0	0	1.0
Q6Q795	15	2	0	0	1.0
Q6PK04	15	2	0	0	1.0
Q6PK18	15	2	0	0	1.0
Q6PK57	15	2	0	0	1.0
Q6PK81	15	2	0	0	1.0
Q6PKC3	15	2	0	0	1.0
Q6PKG0	15	2	60	0	1.0
Q6PKH6	15	2	0	0	1.0
Q6PKX4	15	2	0	0	1.0
Q6T311	15	2	0	0	1.0
Q6T423	15	2	0	0	1.0
Q6T4P5	15	2	0	0	1.0
Q6T4R5	15	2	0	0	1.0
Q6TCH4	15	2	0	0	1.0
Q6TCH7	15	2	0	0	1.0
Q6TDP4	15	2	0	0	1.0
Q6TDU7	15	2	0	0	1.0
Q6RSH7	15	2	0	0	1.0
Q6RVD6	15	2	0	0	1.0
Q6RW13	15	2	0	0	1.0
Q6S545	15	2	0	0	1.0
Q6S5H5	15	2	0	0	1.0
Q6S5L8	15	2	0	0	1.0
Q6S8J3	15	2	0	0	1.0
Q6S8J7	15	2	0	0	1.0
Q6UB35	15	2	0	0	1.0
Q6UB98	15	2	0	0	1.0
Q6UB99	15	2	0	0	1.0
Q6UDR6	15	2	0	0	1.0
Q6UE05	15	2	0	0	1.0
Q6ULP2	15	2	0	0	1.0
Q6UN15	15	2	0	0	1.0
Q6UQ28	15	2	0	0	1.0
Q6S9Z5	15	2	0	0	1.0
Q6SA08	15	2	0	0	1.0
Q6SJ93	15	2	0	0	1.0
Q6SJ96	15	2	0	0	1.0
Q6SPF0	15	2	0	0	1.0
Q6STE5	15	2	0	0	1.0
Q6SZW1	15	2	0	0	1.0
Q6T310	15	2	0	0	1.0
Q6UW01	15	2	0	0	1.0
Q6UW02	15	2	0	0	1.0
Q6UW10	15	2	0	0	1.0
Q6UW15	15	2	0	0	1.0
Q6UW32	15	2	0	0	1.0
Q6UW49	15	2	0	0	1.0
Q6UW56	15	2	0	0	1.0
Q6UW60	15	2	0	0	1.0
Q6UW63	15	2	0	0	1.0
Q6UW68	15	2	0	0	1.0
Q6UW78	15	2	0	0	1.0
Q6UW88	15	2	0	0	1.0
Q6UWB1	15	2	0	0	1.0
Q6UWB4	15	2	0	0	1.0
Q6UWD8	15	2	0	0	1.0
Q6UWE0	15	2	0	0	1.0
Q6QNY0	15	2	0	0	1.0
Q6QNY1	15	2	0	0	1.0
Q6R2W3	15	2	0	0	1.0
Q6R327	15	2	104	0	1.0
Q6R6M4	15	2	0	0	1.0
Q6RFH5	15	2	0	0	1.0
Q6RFH8	15	2	0	0	1.0
Q6RI45	15	2	0	0	1.0
Q6UWI4	15	2	0	0	1.0
Q6UWJ1	15	2	0	0	1.0
Q6UWJ8	15	2	0	0	1.0
Q6UWK7	15	2	0	0	1.0
Q6UWL2	15	2	0	0	1.0
Q6UWL6	15	2	0	0	1.0
Q6UWM5	15	2	0	0	1.0
Q6UWM7	15	2	0	0	1.0
Q6UWM9	15	2	0	0	1.0
Q6UWN0	15	2	0	0	1.0
Q6UWN5	15	2	0	0	1.0
Q6UWN8	15	2	0	0	1.0
Q6UWP2	15	2	0	0	1.0
Q6UWP7	15	2	0	0	1.0
Q6UWP8	15	2	0	0	1.0
Q6UWQ5	15	2	0	0	1.0
Q6UWQ7	15	2	0	0	1.0
Q6UWR7	15	2	0	0	1.0
Q6UWS5	15	2	0	0	1.0
Q6UWT2	15	2	0	0	1.0
Q6UWT4	15	2	0	0	1.0
Q6UWU2	15	2	0	0	1.0
Q6UWU4	15	2	0	0	1.0
Q6UWV2	15	2	0	0	1.0
Q6TFL3	15	2	0	0	1.0
Q6TFL4	15	2	0	0	1.0
Q6TGC4	15	2	0	0	1.0
Q6U736	15	2	0	0	1.0
Q6U7Q0	15	2	0	0	1.0
Q6U841	15	2	0	0	1.0
Q6U949	15	2	0	0	1.0
Q6UB28	15	2	0	0	1.0
Q6UWE3	15	2	0	0	1.0
Q6UWF3	15	2	0	0	1.0
Q6UWF5	15	2	0	0	1.0
Q6UWF7	15	2	0	0	1.0
Q6UWF9	15	2	0	0	1.0
Q6UWH4	15	2	0	0	1.0
Q6UWH6	15	2	0	0	1.0
Q6UWI2	15	2	0	0	1.0
Q6UX34	15	2	0	0	1.0
Q6UX39	15	2	0	0	1.0
Q6UX40	15	2	0	0	1.0
Q6UX41	15	2	0	0	1.0
Q6UX46	15	2	0	0	1.0
Q6UX52	15	2	0	0	1.0
Q6UX53	15	2	0	0	1.0
Q6UX65	15	2	0	0	1.0
Q6UX68	15	2	0	0	1.0
Q6UX71	15	2	0	0	1.0
Q6UX72	15	2	0	0	1.0
Q6UX73	15	2	0	0	1.0
Q6UX82	15	2	0	0	1.0
Q6UX98	15	2	0	0	1.0
Q6UXA7	15	2	0	0	1.0
Q6UXB0	15	2	0	0	1.0
Q6UXB1	15	2	0	0	1.0
Q6UXB2	15	2	0	0	1.0
Q6UXB3	15	2	0	0	1.0
Q6UXB4	15	2	0	0	1.0
Q6UXB8	15	2	0	0	1.0
Q6UXC1	15	2	0	0	1.0
Q6UXD1	15	2	0	0	1.0
Q6UXD5	15	2	0	0	1.0
Q6UXD7	15	2	0	0	1.0
Q6UXE8	15	2	0	0	1.0
Q6UXF1	15	2	0	0	1.0
Q6UXF7	15	2	0	0	1.0
Q6UXG2	15	2	0	0	1.0
Q6UXG3	15	2	0	0	1.0
Q6UXG8	15	2	0	0	1.0
Q6UXH0	15	2	0	0	1.0
Q6UXH1	15	2	0	0	1.0
Q6UXH8	15	2	0	0	1.0
Q6UXH9	15	2	0	0	1.0
Q6UXI7	15	2	0	0	1.0
Q6UXI9	15	2	0	0	1.0
Q6UXK2	15	2	0	0	1.0
Q6UXK5	15	2	0	0	1.0
Q6UXL0	15	2	0	0	1.0
Q6UXM1	15	2	0	0	1.0
Q6UXN2	15	2	0	0	1.0
Q6UXN7	15	2	0	0	1.0
Q6UXN8	15	2	0	0	1.0
Q6UXN9	15	2	0	0	1.0
Q6UXP3	15	2	0	0	1.0
Q6UXP7	15	2	0	0	1.0
Q6UXP9	15	2	0	0	1.0
Q6UXQ4	15	2	0	0	1.0
Q6UXQ8	15	2	0	0	1.0
Q6UXR4	15	2	0	0	1.0
Q6UXR6	15	2	0	0	1.0
Q6UXR8	15	2	0	0	1.0
Q6UXS0	15	2	0	0	1.0
Q6UXS9	15	2	0	0	1.0
Q6UXT6	15	2	0	0	1.0
Q6UXT8	15	2	0	0	1.0
Q6UXT9	15	2	0	0	1.0
Q6UXU0	15	2	0	0	1.0
Q6UXU4	15	2	0	0	1.0
Q6UXU6	15	2	0	0	1.0
Q6UXV0	15	2	0	0	1.0
Q6UXV1	15	2	0	0	1.0
Q6UXV3	15	2	0	0	1.0
Q6UXV4	15	2	0	0	1.0
Q6UXX5	15	2	0	0	1.0
Q6UXX9	15	2	0	0	1.0
Q6UXY1	15	2	0	0	1.0
Q6UXY8	15	2	0	0	1.0
Q6UXZ0	15	2	0	0	1.0
Q6UXZ3	15	2	0	0	1.0
Q6UXZ4	15	2	0	0	1.0
Q6UY01	15	2	0	0	1.0
Q6UY09	15	2	0	0	1.0
Q6UY11	15	2	0	0	1.0
Q6UY13	15	2	0	0	1.0
Q6UY14	15	2	0	0	1.0
Q6UY18	15	2	0	0	1.0
Q6UY27	15	2	0	0	1.0
Q6UYE1	15	2	0	0	1.0
Q6V0I7	15	2	0	0	1.0
Q6V0L0	15	2	0	0	1.0
Q6V1P9	15	2	0	0	1.0
Q6V1X1	15	2	0	0	1.0
Q6V702	15	2	0	0	1.0
Q6V9R5	15	2	0	0	1.0
Q6VAB6	15	2	0	0	1.0
Q6VB84	15	2	0	0	1.0
Q6VEQ5	15	2	0	0	1.0
Q6VMQ6	15	2	0	0	1.0
Q6VN20	15	2	0	0	1.0
Q6VUC0	15	2	0	0	1.0
Q6VVB1	15	2	0	0	1.0
Q6VVX0	15	2	0	0	1.0
Q6VY07	15	2	0	0	1.0
Q6W0C5	15	2	0	0	1.0
Q6W2J9	15	2	0	0	1.0
Q6W349	15	2	0	0	1.0
Q6W3E5	15	2	0	0	1.0
Q6W4X9	15	2	0	0	1.0
Q6W5P4	15	2	0	0	1.0
Q6WBX8	15	2	0	0	1.0
Q6WCQ1	15	2	0	0	1.0
Q6WKZ4	15	2	0	0	1.0
Q6UWV6	15	2	0	0	1.0
Q6UWV7	15	2	0	0	1.0
Q6UWW0	15	2	0	0	1.0
Q6UWW8	15	2	0	0	1.0
Q6UWW9	15	2	0	0	1.0
Q6UWX4	15	2	0	0	1.0
Q6UWY0	15	2	0	0	1.0
Q6UWY2	15	2	0	0	1.0
Q6X9E4	15	2	0	0	1.0
Q6XCG6	15	2	0	0	1.0
Q6XD76	15	2	0	0	1.0
Q6XE24	15	2	0	0	1.0
Q6XE38	15	2	0	0	1.0
Q6XLA1	15	2	0	0	1.0
Q6XPR3	15	2	0	0	1.0
Q6XPS3	15	2	0	0	1.0
Q6XQN6	15	2	0	0	1.0
Q6XR72	15	2	0	0	1.0
Q6XUX3	15	2	0	0	1.0
Q6XXX2	15	2	0	0	1.0
Q6XYB7	15	2	0	0	1.0
Q6XYQ8	15	2	0	0	1.0
Q6XZB0	15	2	0	0	1.0
Q6XZF7	15	2	0	0	1.0
Q6URK8	15	2	0	0	1.0
Q6UUV7	15	2	0	0	1.0
Q6UUV9	15	2	0	0	1.0
Q6UVJ0	15	2	0	0	1.0
Q6UVK1	15	2	0	0	1.0
Q6UVM3	15	2	0	0	1.0
Q6UVW9	15	2	0	0	1.0
Q6UVY6	15	2	0	0	1.0
Q6Y1H2	15	2	0	0	1.0
Q6Y288	15	2	0	0	1.0
Q6Y2X3	15	2	0	0	1.0
Q6Y7W6	15	2	0	0	1.0
Q6YBV0	15	2	0	0	1.0
Q6YFQ2	15	2	0	0	1.0
Q6YHK3	15	2	0	0	1.0
Q6YHU6	15	2	0	0	1.0
Q6ZMH5	15	2	0	0	1.0
Q6ZMI0	15	2	0	0	1.0
Q6ZMI3	15	2	0	0	1.0
Q6ZMJ2	15	2	0	0	1.0
Q6ZMJ4	15	2	0	0	1.0
Q6ZMM2	15	2	0	0	1.0
Q6ZMN7	15	2	0	0	1.0
Q6ZMN8	15	2	0	0	1.0
Q6ZMP0	15	2	0	0	1.0
Q6ZMQ8	15	2	0	0	1.0
Q6ZMR3	15	2	0	0	1.0
Q6ZMR5	15	2	0	0	1.0
Q6ZMS4	15	2	0	0	1.0
Q6ZMS7	15	2	0	0	1.0
Q6ZMT1	15	2	0	0	1.0
Q6ZMT4	15	2	0	0	1.0
Q6UWY5	15	2	0	0	1.0
Q6UWZ7	15	2	4	0	1.0
Q6UX01	15	2	0	0	1.0
Q6UX04	15	2	0	0	1.0
Q6UX06	15	2	0	0	1.0
Q6UX07	15	2	0	0	1.0
Q6UX15	15	2	0	0	1.0
Q6UX27	15	2	0	0	1.0
Q6ZMW3	15	2	0	0	1.0
Q6ZMY3	15	2	0	0	1.0
Q6ZMY6	15	2	0	0	1.0
Q6ZMY9	15	2	0	0	1.0
Q6ZMZ0	15	2	0	0	1.0
Q6ZMZ3	15	2	0	0	1.0
Q6ZN01	15	2	0	0	1.0
Q6ZN03	15	2	0	0	1.0
Q6WN34	15	2	0	0	1.0
Q6WQI6	15	2	0	0	1.0
Q6WRI0	15	2	0	0	1.0
Q6WRX3	15	2	0	0	1.0
Q6X4T0	15	2	0	0	1.0
Q6X4U4	15	2	0	0	1.0
Q6X4W1	15	2	0	0	1.0
Q6X784	15	2	0	0	1.0
Q6ZN28	15	2	0	0	1.0
Q6ZN30	15	2	0	0	1.0
Q6ZN32	15	2	0	0	1.0
Q6ZN44	15	2	0	0	1.0
Q6ZN54	15	2	0	0	1.0
Q6ZN55	15	2	0	0	1.0
Q6ZN57	15	2	0	0	1.0
Q6ZN66	15	2	0	0	1.0
Q6YI46	15	2	0	0	1.0
Q6YN16	15	2	0	0	1.0
Q6YP21	15	2	0	0	1.0
Q6ZMB0	15	2	0	0	1.0
Q6ZMB5	15	2	0	0	1.0
Q6ZMC9	15	2	0	0	1.0
Q6ZMD2	15	2	0	0	1.0
Q6ZMG9	15	2	0	0	1.0
Q6ZN68	15	2	0	0	1.0
Q6ZN79	15	2	0	0	1.0
Q6ZN84	15	2	0	0	1.0
Q6ZN92	15	2	0	0	1.0
Q6ZNA1	15	2	0	0	1.0
Q6ZNA4	15	2	0	0	1.0
Q6ZNA5	15	2	0	0	1.0
Q6ZNB5	15	2	0	0	1.0
Q6ZNG1	15	2	0	0	1.0
Q6ZNG2	15	2	0	0	1.0
Q6ZNG9	15	2	0	0	1.0
Q6ZNH5	15	2	0	0	1.0
Q6ZNI0	15	2	0	0	1.0
Q6ZNJ1	15	2	0	0	1.0
Q6ZNK6	15	2	0	0	1.0
Q6ZNL6	15	2	0	0	1.0
Q6ZNM6	15	2	0	0	1.0
Q6ZNQ3	15	2	0	0	1.0
Q6ZNR0	15	2	0	0	1.0
Q6ZNW5	15	2	0	0	1.0
Q6ZNX1	15	2	0	0	1.0
Q6ZP01	15	2	0	0	1.0
Q6ZP29	15	2	0	0	1.0
Q6ZP65	15	2	0	0	1.0
Q6ZP68	15	2	0	0	1.0
Q6ZP80	15	2	0	0	1.0
Q6ZP82	15	2	0	0	1.0
Q6ZPA2	15	2	0	0	1.0
Q6ZPB5	15	2	0	0	1.0
Q6ZPD8	15	2	0	0	1.0
Q6ZPD9	15	2	0	0	1.0
Q6ZQN5	15	2	0	0	1.0
Q6ZQN7	15	2	0	0	1.0
Q6ZQQ2	15	2	0	0	1.0
Q6ZQQ6	15	2	0	0	1.0
Q6ZQR2	15	2	0	0	1.0
Q6ZQT0	15	2	0	0	1.0
Q6ZQT7	15	2	0	0	1.0
Q6ZQV5	15	2	0	0	1.0
Q6ZQW0	15	2	0	0	1.0
Q6ZMT9	15	2	0	0	1.0
Q6ZMU1	15	2	0	0	1.0
Q6ZMU5	15	2	0	0	1.0
Q6ZMV5	15	2	0	0	1.0
Q6ZMV7	15	2	0	0	1.0
Q6ZMV8	15	2	0	0	1.0
Q6ZMV9	15	2	0	0	1.0
Q6ZMW2	15	2	0	0	1.0
Q6ZQX7	15	2	0	0	1.0
Q6ZQY2	15	2	0	0	1.0
Q6ZQY3	15	2	0	0	1.0
Q6ZQY7	15	2	0	0	1.0
Q6ZR03	15	2	0	0	1.0
Q6ZR08	15	2	0	0	1.0
Q6ZR37	15	2	0	0	1.0
Q6ZR52	15	2	0	0	1.0
Q6ZR54	15	2	0	0	1.0
Q6ZR62	15	2	0	0	1.0
Q6ZR85	15	2	0	0	1.0
Q6ZRC1	15	2	0	0	1.0
Q6ZRF7	15	2	0	0	1.0
Q6ZRF8	15	2	0	0	1.0
Q6ZRG5	15	2	0	0	1.0
Q6ZRH7	15	2	0	0	1.0
Q6ZRI0	15	2	0	0	1.0
Q6ZRI6	15	2	0	0	1.0
Q6ZRI8	15	2	0	0	1.0
Q6ZRK6	15	2	0	0	1.0
Q6ZRM9	15	2	0	0	1.0
Q6ZRN7	15	2	0	0	1.0
Q6ZRP0	15	2	0	0	1.0
Q6ZRP5	15	2	0	0	1.0
Q6ZRP7	15	2	0	0	1.0
Q6ZRQ5	15	2	0	0	1.0
Q6ZRR5	15	2	0	0	1.0
Q6ZRR7	15	2	0	0	1.0
Q6ZRS2	15	2	0	0	1.0
Q6ZRS4	15	2	0	0	1.0
Q6ZRT6	15	2	0	0	1.0
Q6ZRU5	15	2	0	0	1.0
Q6ZRV2	15	2	0	0	1.0
Q6ZRV3	15	2	0	0	1.0
Q6ZRX8	15	2	0	0	1.0
Q6ZRY4	15	2	0	0	1.0
Q6ZS02	15	2	0	0	1.0
Q6ZS10	15	2	0	0	1.0
Q6ZS11	15	2	0	0	1.0
Q6ZS17	15	2	0	0	1.0
Q6ZS82	15	2	0	0	1.0
Q6ZS86	15	2	0	0	1.0
Q6ZS92	15	2	0	0	1.0
Q6ZSA7	15	2	0	0	1.0
Q6ZSA8	15	2	0	0	1.0
Q6ZSB3	15	2	0	0	1.0
Q6ZSB9	15	2	0	0	1.0
Q6ZSC3	15	2	0	0	1.0
Q6ZSG1	15	2	0	0	1.0
Q6ZSG2	15	2	0	0	1.0
Q6ZSI9	15	2	0	0	1.0
Q6ZSJ8	15	2	0	0	1.0
Q6ZSJ9	15	2	0	0	1.0
Q6ZSK4	15	2	0	0	1.0
Q6ZSM3	15	2	0	0	1.0
Q6ZSN1	15	2	0	0	1.0
Q6ZS27	15	2	0	0	1.0
Q6ZS30	15	2	0	0	1.0
Q6ZS46	15	2	0	0	1.0
Q6ZS49	15	2	0	0	1.0
Q6ZS52	15	2	0	0	1.0
Q6ZS62	15	2	0	0	1.0
Q6ZS72	15	2	0	0	1.0
Q6ZS81	15	2	0	0	1.0
Q6ZSR3	15	2	0	0	1.0
Q6ZSR6	15	2	0	0	1.0
Q6ZSR9	15	2	0	0	1.0
Q6ZSS3	15	2	0	0	1.0
Q6ZSS7	15	2	0	0	1.0
Q6ZST2	15	2	0	0	1.0
Q6ZST4	15	2	0	0	1.0
Q6ZSU1	15	2	0	0	1.0
Q6ZT62	15	2	0	0	1.0
Q6ZT77	15	2	0	0	1.0
Q6ZT89	15	2	0	0	1.0
Q6ZT98	15	2	0	0	1.0
Q6ZTA4	15	2	0	0	1.0
Q6ZTB9	15	2	0	0	1.0
Q6ZTC4	15	2	0	0	1.0
Q6ZTI0	15	2	0	0	1.0
Q6ZTI6	15	2	0	0	1.0
Q6ZTK2	15	2	0	0	1.0
Q6ZTN6	15	2	0	0	1.0
Q6ZTQ3	15	2	0	0	1.0
Q6ZTQ4	15	2	0	0	1.0
Q6ZTR5	15	2	0	0	1.0
Q6ZTR6	15	2	0	0	1.0
Q6ZTR7	15	2	0	0	1.0
Q6ZTU2	15	2	0	0	1.0
Q6ZTW0	15	2	0	0	1.0
Q6ZTY9	15	2	0	0	1.0
Q6ZTZ1	15	2	0	0	1.0
Q6ZU15	15	2	0	0	1.0
Q6ZU35	15	2	0	0	1.0
Q6ZU45	15	2	0	0	1.0
Q6ZU52	15	2	0	0	1.0
Q6ZU64	15	2	0	0	1.0
Q6ZU65	15	2	0	0	1.0
Q6ZU67	15	2	0	0	1.0
Q6ZU69	15	2	0	0	1.0
Q6ZU80	15	2	0	0	1.0
Q6ZUA9	15	2	0	0	1.0
Q6ZUB0	15	2	0	0	1.0
Q6ZUB1	15	2	0	0	1.0
Q6ZN04	15	2	0	0	1.0
Q6ZN06	15	2	0	0	1.0
Q6ZN08	15	2	0	0	1.0
Q6ZN11	15	2	0	0	1.0
Q6ZN16	15	2	0	0	1.0
Q6ZN17	15	2	0	0	1.0
Q6ZN18	15	2	0	0	1.0
Q6ZN19	15	2	0	0	1.0
Q6ZUS5	15	2	0	0	1.0
Q6ZUS6	15	2	0	0	1.0
Q6ZUT1	15	2	0	0	1.0
Q6ZUT3	15	2	0	0	1.0
Q6ZUT4	15	2	0	0	1.0
Q6ZUT6	15	2	0	0	1.0
Q6ZUT9	15	2	0	0	1.0
Q6ZUU3	15	2	0	0	1.0
Q6ZUV0	15	2	0	0	1.0
Q6ZUX3	15	2	0	0	1.0
Q6ZUX7	15	2	0	0	1.0
Q6ZV29	15	2	0	0	1.0
Q6ZV50	15	2	0	0	1.0
Q6ZV60	15	2	0	0	1.0
Q6ZV65	15	2	0	0	1.0
Q6ZV70	15	2	0	0	1.0
Q6ZV73	15	2	0	0	1.0
Q6ZV77	15	2	0	0	1.0
Q6ZV80	15	2	0	0	1.0
Q6ZV89	15	2	0	0	1.0
Q6ZVC0	15	2	0	0	1.0
Q6ZVD7	15	2	0	0	1.0
